CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
8.35,9,4,0,4,10,1,4,No,Tier 2,4,4,9,10,6,7,2,1,Yes,Yes
9.16,3,5,3,2,9,10,3,No,Tier 1,2,7,6,7,4,7,1,0,Yes,Yes
5.75,7,4,0,7,9,1,7,No,Tier 3,1,8,1,1,2,8,4,4,Yes,Yes
5.19,6,4,3,2,8,8,5,No,Tier 2,0,2,4,1,5,8,10,2,No,Yes
9.39,10,2,3,2,6,5,6,No,Tier 2,4,6,2,5,3,3,6,3,No,No
6.57,7,3,3,9,6,10,7,Yes,Tier 3,2,3,10,4,5,2,1,2,No,Yes
5.64,7,1,0,2,2,9,2,Yes,Tier 1,2,6,7,9,9,3,1,4,Yes,Yes
7.34,10,5,2,10,7,6,10,No,Tier 2,2,4,10,4,3,7,10,3,Yes,Yes
7.99,5,0,3,3,9,1,4,Yes,Tier 1,1,5,1,4,1,3,4,4,No,Yes
5.15,9,1,2,3,9,6,6,No,Tier 1,1,7,9,4,3,6,10,1,Yes,No
6.37,7,1,3,2,2,1,3,Yes,Tier 2,1,9,8,4,9,2,2,4,Yes,Yes
5.16,7,3,0,10,9,5,6,No,Tier 2,0,9,4,9,8,6,6,4,No,Yes
7.1,3,1,0,3,7,3,10,Yes,Tier 1,0,8,6,2,1,6,4,0,Yes,Yes
9.48,1,1,0,9,5,10,1,No,Tier 3,0,7,8,8,10,3,2,4,Yes,Yes
9.91,5,2,1,3,5,10,8,No,Tier 1,4,5,4,4,1,4,8,0,No,Yes
8.19,8,2,0,5,6,9,10,No,Tier 2,4,4,2,5,7,10,7,0,Yes,No
5.81,5,2,2,7,8,1,5,Yes,Tier 2,5,3,3,9,6,5,3,3,Yes,No
9.53,10,2,3,1,2,6,1,Yes,Tier 2,3,1,6,1,3,8,1,5,Yes,Yes
7.58,3,2,2,1,3,3,10,No,Tier 2,5,7,6,1,4,9,7,5,Yes,Yes
5.77,9,5,1,10,10,9,10,No,Tier 1,3,2,2,2,4,7,5,5,Yes,No
9.61,2,0,2,2,7,2,1,Yes,Tier 1,2,5,2,6,9,5,7,5,Yes,Yes
8.79,3,3,3,1,3,7,10,No,Tier 1,2,0,10,2,10,2,3,3,Yes,Yes
8.66,4,4,3,1,1,9,3,Yes,Tier 3,1,4,10,8,10,7,1,2,Yes,Yes
8.55,10,5,0,10,6,3,6,Yes,Tier 1,2,2,4,8,6,9,4,0,Yes,Yes
6.0,1,2,1,4,7,3,2,No,Tier 1,2,0,5,4,4,7,4,1,No,No
6.06,4,3,1,10,9,3,8,Yes,Tier 3,4,6,7,3,2,7,9,4,No,No
8.44,4,4,2,3,1,1,10,Yes,Tier 1,0,7,6,5,10,1,1,0,Yes,Yes
6.1,9,1,0,1,9,9,7,Yes,Tier 2,2,9,4,6,10,7,3,4,No,No
7.19,8,5,0,3,10,9,2,Yes,Tier 3,3,8,5,9,5,6,9,3,Yes,Yes
8.91,2,1,0,1,7,6,1,No,Tier 2,3,3,10,10,2,9,8,3,Yes,No
8.92,7,3,3,3,8,9,7,Yes,Tier 3,2,1,8,7,1,9,2,3,Yes,Yes
7.27,6,0,1,4,3,9,7,Yes,Tier 2,1,7,10,3,1,4,9,4,Yes,No
8.96,7,0,2,8,5,1,3,Yes,Tier 1,3,8,2,9,6,4,1,5,Yes,Yes
9.19,4,3,2,3,3,3,10,No,Tier 1,2,3,6,6,9,8,4,4,Yes,Yes
8.27,5,0,2,3,7,3,8,Yes,Tier 1,3,5,1,2,5,3,2,4,No,No
6.14,6,0,0,9,2,1,8,Yes,Tier 2,2,4,6,2,9,4,4,4,Yes,No
6.37,9,1,1,9,6,6,5,Yes,Tier 3,4,8,10,5,4,10,10,3,Yes,Yes
6.57,2,0,1,6,10,4,7,Yes,Tier 2,3,3,2,2,6,9,10,2,Yes,No
5.58,9,0,3,10,2,8,3,Yes,Tier 2,2,6,10,1,3,2,7,0,Yes,Yes
6.37,10,3,3,4,9,6,6,No,Tier 3,4,1,8,8,7,7,2,5,No,Yes
6.05,1,0,3,10,6,4,3,Yes,Tier 2,2,0,1,6,4,10,9,0,Yes,Yes
7.28,4,5,2,5,5,5,9,Yes,Tier 3,2,0,2,2,6,1,4,4,Yes,Yes
9.54,5,2,2,9,6,2,7,Yes,Tier 3,1,4,7,10,6,7,1,4,No,No
5.52,9,2,1,1,6,10,1,No,Tier 3,2,6,10,9,4,3,4,4,Yes,No
8.6,6,3,3,7,6,1,8,Yes,Tier 2,3,4,8,9,2,4,7,2,Yes,Yes
8.44,4,2,2,7,10,7,9,Yes,Tier 2,0,3,3,8,2,3,3,3,Yes,No
5.48,2,1,3,10,6,10,10,Yes,Tier 1,2,8,10,7,6,4,4,3,Yes,Yes
9.61,5,5,3,1,9,3,2,Yes,Tier 3,3,1,9,1,9,8,10,5,No,No
7.84,8,5,1,1,7,3,1,Yes,Tier 2,2,1,4,9,6,5,10,3,Yes,Yes
6.82,8,3,1,9,1,6,4,No,Tier 3,0,9,8,3,9,1,3,2,Yes,No
8.78,6,0,2,7,10,3,9,No,Tier 3,0,0,10,3,2,10,9,4,Yes,Yes
6.29,1,2,1,4,9,7,6,Yes,Tier 2,2,4,6,2,8,3,6,4,Yes,Yes
8.47,8,1,3,9,6,7,10,No,Tier 3,3,4,5,6,7,10,6,1,Yes,Yes
5.2,4,3,1,5,10,5,8,Yes,Tier 2,4,0,9,9,3,10,8,5,Yes,Yes
9.2,2,3,3,3,8,1,7,Yes,Tier 2,1,5,2,8,2,4,4,5,Yes,Yes
7.24,1,0,3,2,3,9,5,Yes,Tier 2,2,4,9,3,8,2,9,0,Yes,No
8.18,7,4,2,9,3,2,5,Yes,Tier 3,3,6,5,4,1,5,3,5,Yes,Yes
6.11,2,2,2,4,9,4,6,Yes,Tier 2,0,0,7,8,9,5,7,5,Yes,No
8.39,4,1,2,7,9,10,6,Yes,Tier 1,3,2,7,3,10,7,8,3,Yes,Yes
8.86,4,3,3,1,5,10,5,Yes,Tier 3,2,9,2,4,8,9,1,0,No,No
7.37,10,2,1,9,5,2,8,Yes,Tier 2,3,8,8,9,2,5,7,4,Yes,Yes
8.09,1,1,2,9,3,1,3,Yes,Tier 1,3,5,9,9,7,9,2,0,Yes,No
7.28,2,5,2,10,7,1,9,No,Tier 2,2,1,10,9,7,4,3,2,Yes,Yes
9.47,1,5,1,6,7,1,5,Yes,Tier 2,2,8,9,10,10,3,2,2,Yes,No
7.49,6,1,1,6,3,7,9,Yes,Tier 2,4,2,9,7,3,2,8,3,Yes,Yes
9.21,3,5,2,6,8,9,5,No,Tier 3,2,2,7,2,6,7,5,1,No,Yes
9.01,1,3,3,5,6,1,3,No,Tier 3,5,1,4,5,10,10,5,4,No,Yes
7.05,8,2,3,1,3,10,9,Yes,Tier 3,0,4,5,10,3,3,10,3,Yes,No
6.15,4,1,2,4,6,6,2,Yes,Tier 2,3,2,9,7,4,10,3,0,No,Yes
7.03,10,3,1,10,1,5,5,No,Tier 2,0,5,9,4,10,4,10,1,Yes,Yes
9.13,7,2,3,1,6,3,3,No,Tier 2,5,4,2,9,8,4,4,5,No,Yes
6.14,10,2,1,5,7,2,7,No,Tier 2,1,8,10,8,4,5,9,0,Yes,No
7.62,2,3,0,4,4,2,4,No,Tier 1,1,9,5,8,8,10,6,1,No,Yes
9.03,6,2,1,8,4,2,8,Yes,Tier 2,2,9,7,10,5,8,9,4,Yes,Yes
6.77,6,4,1,1,3,7,1,Yes,Tier 3,3,2,6,9,5,9,4,4,Yes,No
8.21,7,1,0,8,5,4,5,Yes,Tier 2,2,2,6,9,10,10,10,4,Yes,No
6.23,1,1,3,8,1,7,8,Yes,Tier 1,4,3,1,2,6,7,5,0,Yes,Yes
5.55,1,2,3,1,6,10,2,No,Tier 2,0,4,2,5,2,8,10,0,Yes,No
8.97,2,3,3,9,2,1,6,Yes,Tier 1,2,9,7,1,4,7,9,0,Yes,Yes
5.49,2,0,2,9,4,10,7,Yes,Tier 3,4,7,4,5,10,5,2,4,Yes,Yes
6.36,5,5,0,6,6,4,6,No,Tier 1,0,1,8,8,8,6,7,4,No,Yes
9.28,1,2,1,1,6,9,10,Yes,Tier 1,2,9,2,7,9,8,6,4,Yes,Yes
6.73,2,0,0,7,10,7,3,Yes,Tier 2,2,0,8,8,1,7,3,4,Yes,Yes
9.87,6,2,0,7,7,10,6,No,Tier 1,2,6,9,8,9,1,5,4,Yes,Yes
9.9,3,0,0,9,1,6,7,No,Tier 2,4,7,10,5,2,10,9,1,Yes,Yes
6.34,4,2,0,1,6,7,3,Yes,Tier 3,5,4,10,6,2,3,6,5,No,Yes
5.2,1,3,0,8,9,2,10,No,Tier 1,0,7,1,2,1,7,7,3,No,Yes
8.53,5,5,0,8,8,1,2,Yes,Tier 3,5,7,6,4,8,5,1,0,Yes,Yes
7.25,4,0,2,7,8,10,3,Yes,Tier 2,5,3,4,3,3,10,1,2,Yes,Yes
5.5,8,4,0,6,6,9,1,No,Tier 1,3,9,6,10,10,6,6,2,Yes,Yes
8.54,3,3,0,1,4,2,7,No,Tier 2,4,2,8,5,9,9,1,4,Yes,Yes
5.16,10,5,3,10,1,2,4,Yes,Tier 1,4,8,8,5,2,3,2,0,No,Yes
9.35,1,2,0,8,5,3,3,No,Tier 2,4,3,8,9,5,3,1,4,Yes,Yes
5.69,10,0,0,5,5,3,6,Yes,Tier 1,0,5,3,7,7,2,10,4,Yes,No
5.64,5,5,3,4,7,3,3,Yes,Tier 2,5,1,4,1,10,2,4,3,No,Yes
5.88,1,1,3,5,1,4,10,No,Tier 3,1,6,5,7,7,5,9,0,No,Yes
9.8,5,3,3,5,6,1,3,No,Tier 2,5,6,6,1,4,9,4,2,Yes,Yes
8.47,9,0,1,10,7,1,9,Yes,Tier 1,3,5,2,9,10,5,3,5,Yes,No
9.01,5,3,0,3,1,4,2,Yes,Tier 1,3,0,9,7,2,6,6,3,Yes,Yes
6.99,2,0,0,4,3,1,5,Yes,Tier 2,3,1,1,8,6,5,1,3,No,No
6.68,2,1,0,4,10,4,10,Yes,Tier 2,1,2,8,9,6,2,1,0,No,No
6.17,10,4,3,8,9,2,10,Yes,Tier 1,4,2,3,2,9,7,2,5,Yes,Yes
7.4,9,1,2,5,8,7,2,No,Tier 2,1,5,5,4,5,7,2,5,No,Yes
7.76,5,2,0,6,10,6,6,Yes,Tier 2,3,7,6,7,9,7,6,4,No,Yes
8.16,8,3,3,10,6,2,4,Yes,Tier 2,4,2,10,9,10,8,9,5,Yes,Yes
6.29,10,4,3,2,8,2,7,No,Tier 2,0,3,7,7,6,6,2,3,No,Yes
9.74,4,3,3,9,2,1,1,Yes,Tier 3,3,8,5,2,8,9,5,4,Yes,Yes
5.85,2,5,1,8,7,4,8,No,Tier 2,4,7,5,10,4,3,7,3,Yes,No
9.83,4,0,3,8,2,2,2,No,Tier 2,0,7,6,2,9,4,6,1,No,No
5.07,4,2,2,10,3,5,4,No,Tier 2,1,0,1,9,8,4,8,1,Yes,No
7.41,9,2,1,5,2,4,7,Yes,Tier 2,5,8,5,6,2,3,3,4,Yes,Yes
6.67,10,3,3,5,5,1,8,Yes,Tier 2,4,6,6,6,4,10,5,2,Yes,Yes
7.25,6,2,2,3,10,5,9,Yes,Tier 2,4,9,5,3,7,7,9,0,Yes,No
7.85,10,3,2,2,5,5,5,Yes,Tier 2,1,3,4,6,2,8,1,4,No,Yes
7.18,6,0,0,9,6,5,9,No,Tier 1,0,5,3,10,7,4,7,2,No,Yes
7.07,5,0,3,6,6,2,9,Yes,Tier 1,5,0,8,3,6,2,9,3,Yes,Yes
8.66,6,3,3,8,7,4,3,Yes,Tier 1,1,7,8,4,6,5,6,4,Yes,Yes
8.43,1,1,0,4,8,5,7,Yes,Tier 1,3,8,7,5,8,4,5,4,No,No
9.17,5,1,2,5,4,6,8,Yes,Tier 1,2,8,3,1,9,2,7,2,No,Yes
6.25,6,0,3,10,9,7,1,Yes,Tier 2,1,8,3,3,3,9,1,5,No,No
8.05,8,4,0,5,3,10,10,No,Tier 3,3,0,9,3,1,5,4,1,Yes,Yes
7.93,4,1,0,10,5,3,5,No,Tier 1,4,9,3,2,3,2,1,3,Yes,Yes
6.85,5,3,2,4,3,3,1,Yes,Tier 1,5,9,1,5,10,6,1,1,Yes,Yes
7.43,4,0,2,2,2,10,3,Yes,Tier 2,3,9,7,7,9,6,9,4,Yes,No
6.57,7,2,3,6,5,2,2,No,Tier 2,4,8,1,2,10,6,5,5,Yes,Yes
5.71,10,2,3,4,9,9,2,No,Tier 3,2,9,9,1,2,6,2,3,No,Yes
6.07,6,1,1,4,6,1,4,Yes,Tier 2,2,5,7,2,7,1,5,3,Yes,Yes
5.53,4,4,2,10,4,3,5,No,Tier 1,1,5,3,5,10,1,7,0,Yes,No
8.42,6,5,1,3,7,3,1,No,Tier 2,5,0,5,6,4,4,1,4,No,Yes
8.3,4,1,1,8,10,8,6,Yes,Tier 1,2,1,7,10,3,6,1,4,Yes,Yes
9.75,8,4,0,6,5,6,5,No,Tier 2,5,9,1,8,4,4,10,4,Yes,No
8.65,3,1,0,9,7,3,4,No,Tier 1,1,7,10,9,10,4,9,4,Yes,Yes
5.26,8,2,3,5,2,1,6,No,Tier 1,0,1,7,5,5,7,5,4,Yes,Yes
9.42,2,4,2,6,2,3,2,Yes,Tier 1,5,9,6,4,8,6,2,5,Yes,Yes
9.31,6,2,2,9,9,4,8,Yes,Tier 2,4,8,4,2,1,5,8,1,No,Yes
7.22,8,3,1,4,4,1,6,Yes,Tier 2,1,3,1,9,8,3,5,0,Yes,Yes
7.93,1,3,1,10,1,3,3,No,Tier 1,5,3,10,3,6,8,5,0,Yes,Yes
9.88,6,0,3,7,9,4,4,No,Tier 3,5,4,7,1,2,5,5,2,Yes,Yes
7.66,9,2,0,10,1,7,2,No,Tier 2,2,6,4,9,7,4,2,2,Yes,No
9.53,10,2,2,10,2,4,4,Yes,Tier 2,5,0,6,2,5,3,1,4,No,Yes
5.42,10,0,2,6,9,1,9,Yes,Tier 2,2,8,2,8,4,8,8,0,Yes,Yes
5.96,2,3,2,6,3,9,4,Yes,Tier 3,5,5,2,4,6,5,7,2,Yes,Yes
7.2,1,3,2,6,1,6,8,Yes,Tier 2,4,4,7,8,4,7,3,3,Yes,Yes
7.92,2,4,0,4,3,9,3,No,Tier 3,4,4,1,9,1,8,6,2,No,No
9.08,5,4,3,10,9,7,5,Yes,Tier 3,5,0,7,3,10,2,10,0,Yes,No
9.94,6,5,3,6,2,4,2,Yes,Tier 1,0,0,2,5,3,4,1,1,No,Yes
6.94,1,3,0,7,5,1,9,No,Tier 3,0,6,9,8,9,8,7,2,No,Yes
5.24,7,5,3,2,1,7,9,Yes,Tier 1,2,1,7,8,7,2,5,1,No,Yes
9.01,4,1,3,9,10,9,10,No,Tier 1,4,3,9,4,2,9,3,0,Yes,No
8.02,9,2,1,7,1,6,7,No,Tier 1,1,7,9,2,8,8,10,1,Yes,Yes
5.99,6,4,0,3,7,1,2,Yes,Tier 1,5,5,8,6,6,10,7,1,Yes,No
7.47,9,1,3,10,10,9,4,Yes,Tier 2,5,3,2,6,9,9,2,1,Yes,No
8.71,1,4,1,10,10,7,6,Yes,Tier 2,1,6,6,7,8,4,5,2,No,Yes
8.85,4,0,0,7,3,1,9,Yes,Tier 2,4,6,10,5,7,8,4,4,Yes,Yes
7.5,2,2,0,10,1,4,6,No,Tier 2,3,0,4,1,9,2,6,5,No,Yes
6.53,6,5,2,10,1,5,4,Yes,Tier 2,0,0,6,1,2,4,5,0,Yes,No
9.87,4,5,1,5,5,2,1,No,Tier 3,3,4,4,1,10,7,8,0,Yes,Yes
8.32,9,4,1,9,3,3,7,No,Tier 2,1,6,2,4,7,7,4,2,No,Yes
7.04,3,3,1,6,4,2,7,Yes,Tier 2,4,5,10,7,7,6,2,5,Yes,Yes
6.4,1,5,0,7,6,4,6,Yes,Tier 2,1,0,7,8,7,6,5,0,Yes,Yes
8.66,1,0,2,4,2,7,3,Yes,Tier 2,0,6,9,1,8,1,7,3,Yes,No
6.21,9,0,0,2,7,5,5,No,Tier 3,1,0,5,5,6,5,2,0,Yes,Yes
5.86,9,3,3,4,5,7,7,Yes,Tier 1,5,1,4,5,7,2,4,1,No,Yes
7.65,5,0,3,9,8,1,6,No,Tier 1,5,9,7,7,8,4,9,3,No,Yes
6.45,2,2,3,3,4,3,7,No,Tier 2,4,6,5,1,9,10,7,4,No,Yes
8.14,9,4,2,7,8,2,5,Yes,Tier 3,4,0,10,8,9,7,5,2,Yes,Yes
5.59,8,0,0,4,4,1,1,Yes,Tier 3,4,4,8,4,2,1,7,4,Yes,Yes
8.27,10,2,1,3,5,5,10,Yes,Tier 1,0,2,2,8,5,2,8,3,Yes,Yes
6.42,10,3,3,5,3,3,5,No,Tier 1,1,3,4,8,9,4,2,2,Yes,Yes
5.0,6,4,3,2,4,8,2,Yes,Tier 3,0,7,4,2,1,4,10,0,Yes,Yes
5.63,7,3,0,10,9,5,10,Yes,Tier 1,0,8,7,4,4,4,4,3,No,Yes
9.67,6,4,1,4,5,5,10,Yes,Tier 2,1,5,1,3,3,9,1,1,Yes,Yes
9.34,5,0,2,7,4,7,2,No,Tier 1,3,1,10,2,7,6,2,5,No,Yes
6.17,4,0,3,2,4,8,4,Yes,Tier 2,1,1,3,4,6,10,2,5,No,Yes
8.89,7,4,3,10,7,1,6,No,Tier 3,5,8,8,4,8,4,10,5,Yes,Yes
8.04,4,2,3,6,2,5,5,No,Tier 2,0,8,4,5,10,3,3,1,Yes,Yes
9.85,10,2,1,5,4,9,7,Yes,Tier 3,2,9,10,4,2,9,10,4,Yes,Yes
6.87,10,2,3,3,3,9,10,No,Tier 2,3,6,9,7,1,5,2,4,Yes,Yes
8.41,10,1,1,5,7,7,8,Yes,Tier 2,3,3,1,1,8,8,4,5,No,Yes
5.32,9,5,3,10,4,4,10,Yes,Tier 1,2,3,5,1,9,1,6,5,No,Yes
6.98,5,5,3,7,8,2,1,No,Tier 2,3,1,1,3,10,4,6,3,No,No
9.82,8,5,1,3,5,5,8,Yes,Tier 3,1,9,2,6,10,8,8,5,No,Yes
7.69,6,2,1,8,9,4,3,No,Tier 3,2,5,2,6,6,2,9,4,No,No
6.44,4,0,2,7,9,1,10,No,Tier 1,2,6,6,5,8,8,1,3,Yes,Yes
5.6,3,1,0,4,3,7,10,No,Tier 3,2,6,6,6,8,9,9,0,Yes,Yes
8.52,6,2,3,5,9,3,2,No,Tier 2,1,5,9,6,5,5,7,1,Yes,Yes
8.22,1,0,3,10,4,6,2,Yes,Tier 1,3,5,3,9,4,9,1,5,Yes,No
6.87,2,1,0,4,9,5,5,Yes,Tier 3,3,4,10,1,3,7,6,1,Yes,No
9.75,7,0,0,2,2,4,2,Yes,Tier 2,5,7,2,8,5,5,2,3,Yes,Yes
5.11,4,4,0,9,5,3,4,Yes,Tier 2,4,4,3,6,4,8,2,4,Yes,Yes
6.52,5,0,3,1,6,9,3,Yes,Tier 3,1,8,4,6,9,5,4,0,Yes,Yes
9.61,10,1,3,8,3,5,8,Yes,Tier 1,3,6,6,10,10,10,4,5,No,Yes
6.6,1,2,3,4,2,10,9,No,Tier 2,4,1,8,6,2,3,9,1,Yes,Yes
6.26,2,5,1,9,1,7,6,Yes,Tier 3,4,2,3,7,5,4,2,4,Yes,Yes
7.67,4,1,2,3,7,4,4,No,Tier 2,5,7,10,7,1,7,10,3,Yes,Yes
9.12,8,2,2,7,4,1,2,No,Tier 2,0,8,9,5,1,10,5,3,No,Yes
5.52,10,2,0,3,8,2,8,Yes,Tier 1,1,7,5,7,8,1,7,2,Yes,Yes
9.72,4,3,0,10,8,10,3,Yes,Tier 1,4,1,8,2,2,2,1,4,Yes,Yes
8.98,3,4,3,7,8,5,2,No,Tier 2,2,9,5,3,5,5,5,4,Yes,Yes
5.91,3,3,2,2,2,8,4,Yes,Tier 2,2,4,8,10,1,5,6,2,Yes,Yes
8.56,5,5,2,3,5,8,2,Yes,Tier 3,0,8,2,2,4,7,5,3,Yes,Yes
6.92,3,1,1,8,8,8,3,Yes,Tier 3,5,7,7,9,5,8,4,5,Yes,Yes
7.01,8,3,3,7,10,9,9,Yes,Tier 2,4,3,2,1,10,8,10,4,Yes,Yes
8.92,5,5,3,3,2,2,7,Yes,Tier 2,2,6,7,5,5,7,5,3,Yes,No
9.81,7,2,2,8,2,4,1,No,Tier 2,4,2,9,5,2,7,2,5,Yes,Yes
5.63,8,1,2,9,1,10,10,Yes,Tier 2,2,2,10,1,6,4,2,4,Yes,Yes
7.1,5,3,1,2,6,6,5,No,Tier 3,1,2,5,1,3,4,8,0,No,No
7.4,8,0,1,2,5,6,5,Yes,Tier 2,3,5,3,6,1,3,1,1,Yes,Yes
6.88,3,5,3,7,1,5,9,Yes,Tier 3,2,8,9,3,1,3,4,4,Yes,Yes
6.82,7,5,1,8,8,2,1,No,Tier 2,1,2,2,8,9,5,4,2,Yes,No
5.26,8,4,2,5,8,8,1,Yes,Tier 2,3,2,6,1,7,8,3,2,Yes,Yes
8.43,7,0,3,2,5,1,10,No,Tier 2,0,7,6,3,8,7,1,0,No,Yes
7.18,2,1,2,10,3,1,7,No,Tier 1,3,7,5,9,8,10,2,1,No,No
5.97,8,3,3,5,8,1,7,Yes,Tier 2,1,9,8,8,9,5,2,5,Yes,Yes
9.08,6,2,3,3,3,9,8,Yes,Tier 2,5,6,6,1,3,7,6,5,No,Yes
9.01,10,3,2,9,4,5,4,Yes,Tier 2,2,3,3,1,5,1,7,3,Yes,Yes
7.43,3,1,3,2,7,2,7,Yes,Tier 1,5,0,5,7,10,7,8,0,No,No
6.49,4,1,3,9,7,1,6,Yes,Tier 1,0,4,3,4,3,9,4,1,No,No
8.19,7,1,1,2,4,4,1,Yes,Tier 1,4,8,2,1,1,8,3,1,No,Yes
6.44,3,1,2,1,9,2,2,Yes,Tier 2,5,6,1,10,5,7,5,2,Yes,Yes
6.18,1,5,2,10,6,3,8,Yes,Tier 3,0,2,9,3,8,5,9,3,Yes,Yes
8.65,6,3,1,6,8,2,6,No,Tier 3,3,7,10,9,7,2,1,1,Yes,Yes
5.2,3,0,3,6,7,8,7,Yes,Tier 3,1,4,8,7,3,4,1,0,Yes,No
5.47,10,2,0,4,4,3,8,No,Tier 3,0,9,2,7,6,2,7,4,Yes,No
5.03,6,2,0,2,2,2,5,No,Tier 1,0,1,8,4,8,4,4,0,Yes,No
5.76,10,4,2,10,2,6,5,Yes,Tier 1,2,1,5,2,3,3,10,2,No,Yes
5.34,3,5,1,3,8,7,2,Yes,Tier 1,3,5,2,4,3,5,2,0,Yes,Yes
9.98,6,1,3,6,8,9,4,No,Tier 2,2,2,9,9,8,4,3,3,Yes,No
6.44,4,1,1,4,1,10,2,No,Tier 3,5,5,2,8,4,2,3,4,Yes,No
5.75,4,1,3,5,1,4,7,No,Tier 3,2,2,5,6,8,4,4,1,Yes,Yes
6.2,10,5,2,9,4,5,9,No,Tier 3,3,3,2,5,5,6,8,3,Yes,Yes
9.68,10,0,2,5,1,6,2,No,Tier 2,0,9,9,2,9,7,8,0,Yes,Yes
7.6,2,1,0,10,10,3,4,No,Tier 2,1,5,7,9,2,2,1,2,No,No
6.82,4,4,1,8,1,3,8,Yes,Tier 1,1,6,6,2,7,5,10,0,Yes,Yes
9.37,4,4,2,2,10,3,9,Yes,Tier 2,3,0,7,8,3,4,6,1,Yes,Yes
6.97,7,0,1,6,5,5,4,No,Tier 2,3,8,7,5,8,1,8,0,Yes,Yes
6.68,5,5,2,6,1,6,8,No,Tier 1,1,6,8,3,4,6,8,3,Yes,Yes
6.04,8,1,3,5,10,9,7,Yes,Tier 2,1,8,8,6,2,5,6,4,Yes,Yes
6.89,7,3,3,6,6,9,5,No,Tier 2,5,0,4,3,8,7,8,3,Yes,No
6.58,10,3,0,5,4,5,4,No,Tier 2,4,5,9,5,1,2,8,0,Yes,No
8.39,9,2,2,2,10,8,6,Yes,Tier 3,3,2,6,3,10,10,7,1,No,Yes
6.45,8,0,0,5,5,7,6,Yes,Tier 2,5,3,5,7,3,4,4,2,No,Yes
7.89,9,3,0,1,9,4,2,Yes,Tier 3,2,2,10,4,7,4,5,4,Yes,Yes
5.33,1,2,2,3,2,1,3,Yes,Tier 2,0,4,10,8,3,10,2,1,Yes,Yes
5.96,10,4,2,7,3,3,6,Yes,Tier 2,0,1,3,8,9,10,5,0,Yes,Yes
7.04,3,2,3,4,3,10,4,Yes,Tier 2,4,1,10,1,7,4,3,3,Yes,Yes
9.68,5,1,0,8,9,5,3,Yes,Tier 2,5,6,4,3,8,3,1,0,No,No
6.89,9,1,3,3,3,10,4,Yes,Tier 2,3,3,3,1,5,10,10,5,Yes,Yes
8.32,8,4,1,7,10,3,6,No,Tier 2,0,3,10,6,4,2,6,0,Yes,Yes
6.28,10,0,1,2,5,4,3,Yes,Tier 2,0,7,7,8,10,4,10,2,No,Yes
5.64,7,5,0,8,6,9,1,Yes,Tier 2,0,6,7,7,8,10,10,0,No,Yes
5.29,2,1,0,3,6,9,6,Yes,Tier 1,1,1,9,1,1,9,8,5,No,Yes
6.53,6,1,2,6,6,9,2,No,Tier 2,4,4,7,2,5,9,10,4,No,No
5.79,4,2,2,2,1,9,9,Yes,Tier 1,5,2,3,10,9,7,1,1,No,Yes
5.87,5,2,0,7,6,1,6,No,Tier 2,2,1,7,4,7,10,10,1,No,Yes
8.8,5,2,0,4,1,9,1,No,Tier 1,1,4,1,8,10,8,10,2,Yes,Yes
5.08,4,3,1,6,6,2,4,No,Tier 2,3,2,6,3,9,7,1,2,Yes,No
7.79,4,4,3,2,10,8,5,No,Tier 2,4,2,8,1,7,1,1,3,No,Yes
6.9,4,0,1,3,6,9,8,Yes,Tier 2,1,7,6,7,3,10,9,5,Yes,No
7.53,2,2,1,3,3,8,3,Yes,Tier 2,1,2,5,5,3,4,8,4,Yes,Yes
7.81,1,0,3,4,3,9,9,Yes,Tier 2,4,6,7,3,6,7,7,2,Yes,Yes
6.57,2,2,0,1,6,5,9,No,Tier 2,5,7,6,1,7,7,2,2,No,Yes
6.48,7,1,0,6,2,10,10,No,Tier 1,3,4,7,8,8,6,3,0,No,No
8.67,1,0,1,6,5,7,5,Yes,Tier 3,4,4,7,3,2,1,5,5,Yes,No
9.36,6,3,1,4,10,3,4,Yes,Tier 2,4,2,9,9,2,6,7,5,No,Yes
5.96,4,2,3,8,3,4,7,No,Tier 2,3,6,10,6,9,1,1,2,No,No
5.49,2,5,2,5,5,4,9,Yes,Tier 2,1,5,3,8,2,7,10,5,Yes,No
9.49,3,4,2,10,3,10,6,Yes,Tier 2,3,6,9,2,8,5,6,1,Yes,No
6.75,7,1,0,4,2,4,7,No,Tier 3,2,9,5,7,5,3,7,5,Yes,Yes
7.76,6,2,2,7,4,8,1,Yes,Tier 1,3,3,10,7,10,3,3,2,No,No
6.8,6,0,0,10,5,2,4,Yes,Tier 2,2,2,4,7,10,8,3,2,Yes,Yes
5.63,8,2,0,10,6,2,2,Yes,Tier 2,4,6,8,7,1,9,2,0,Yes,No
7.95,8,1,0,8,2,5,1,No,Tier 2,0,2,1,3,3,6,2,5,Yes,No
7.63,6,4,3,2,3,6,7,Yes,Tier 1,4,2,9,10,7,3,4,2,No,Yes
6.01,1,4,1,1,3,4,10,Yes,Tier 1,2,3,4,1,3,5,9,5,No,Yes
7.26,10,4,2,6,6,7,4,Yes,Tier 1,3,9,7,6,1,2,9,4,Yes,Yes
8.98,7,5,3,2,1,10,2,Yes,Tier 1,2,0,6,8,2,2,3,5,No,Yes
